# FILE,BB_X,BB_Y,BB_WIDTH,BB_HEIGHT,DETECTION_SCORE
3f7a607ed78c92c817c7c61c0c7f9602.jpg,496.21,2545.16,159.77,217.32,0.94
3f7a607ed78c92c817c7c61c0c7f9602.jpg,4181.35,957.51,189.07,214.62,0.62
3f7a607ed78c92c817c7c61c0c7f9602.jpg,3832.83,1180.02,197.84,245.08,0.36
3f7a607ed78c92c817c7c61c0c7f9602.jpg,2613.72,2428.67,129.72,161.64,0.35
3f7a607ed78c92c817c7c61c0c7f9602.jpg,4360.93,1271.71,177.09,206.86,0.35
3f7a607ed78c92c817c7c61c0c7f9602.jpg,594.26,2689.46,149.42,197.01,0.32
3f7a607ed78c92c817c7c61c0c7f9602.jpg,3038.21,724.25,310.58,373.98,0.24
3f7a607ed78c92c817c7c61c0c7f9602.jpg,2812.02,2295.53,183.84,236.95,0.22
3f8bf06c5d1df807ca368812035a33d6.jpg,1649.75,1670.93,171.82,209.93,0.99
3f8bf06c5d1df807ca368812035a33d6.jpg,4532.41,391.63,235.19,268.09,0.83
3f8bf06c5d1df807ca368812035a33d6.jpg,1594.05,3140.29,164.72,199.69,0.72
3f8bf06c5d1df807ca368812035a33d6.jpg,2398.67,689.20,406.74,486.90,0.52
3f8bf06c5d1df807ca368812035a33d6.jpg,4725.08,995.50,336.46,393.54,0.50
3f8bf06c5d1df807ca368812035a33d6.jpg,2133.36,1815.18,139.60,160.00,0.27
3f8bf06c5d1df807ca368812035a33d6.jpg,3309.70,1183.88,177.10,204.13,0.26
3ff51fa8e1b83b8ec1373918a9611419.jpg,2116.17,609.02,220.54,280.71,1.00
3ff51fa8e1b83b8ec1373918a9611419.jpg,2932.88,2205.03,231.15,306.70,1.00
3ff51fa8e1b83b8ec1373918a9611419.jpg,1435.20,339.50,118.65,151.20,0.82
3ff51fa8e1b83b8ec1373918a9611419.jpg,3584.14,94.30,225.38,270.79,0.61
3ff51fa8e1b83b8ec1373918a9611419.jpg,1135.43,42.14,206.69,262.57,0.38
3ff51fa8e1b83b8ec1373918a9611419.jpg,1259.32,127.39,130.76,158.89,0.34
3ff51fa8e1b83b8ec1373918a9611419.jpg,82.94,715.96,166.00,201.30,0.25
3ff51fa8e1b83b8ec1373918a9611419.jpg,4689.05,1942.71,143.78,221.55,0.24
3ff51fa8e1b83b8ec1373918a9611419.jpg,4164.27,1684.03,184.01,195.92,0.21
3fffd0472c872b4448155643f8661748.jpg,901.90,1883.12,203.87,252.93,1.00
3fffd0472c872b4448155643f8661748.jpg,3804.70,1736.06,121.13,163.31,0.81
3fffd0472c872b4448155643f8661748.jpg,1614.86,164.00,264.53,285.35,0.63
3fffd0472c872b4448155643f8661748.jpg,3200.55,1326.22,205.21,247.34,0.43
3fffd0472c872b4448155643f8661748.jpg,468.65,631.29,127.12,209.45,0.35
3fffd0472c872b4448155643f8661748.jpg,2489.97,1821.99,119.43,183.95,0.31
3fffd0472c872b4448155643f8661748.jpg,4288.78,2273.56,219.12,296.61,0.23
4061256467c1150e407982a24ba9a482.jpg,2826.31,660.15,226.05,284.25,1.00
4061256467c1150e407982a24ba9a482.jpg,3257.40,1417.41,208.78,272.68,1.00
4061256467c1150e407982a24ba9a482.jpg,982.35,1058.71,179.44,219.11,1.00
4061256467c1150e407982a24ba9a482.jpg,4362.20,1270.94,218.86,280.07,1.00
4061256467c1150e407982a24ba9a482.jpg,1373.17,1296.96,107.40,143.10,0.80
4061256467c1150e407982a24ba9a482.jpg,2008.20,355.59,170.04,248.16,0.36
4061256467c1150e407982a24ba9a482.jpg,858.82,2061.16,184.34,214.15,0.25
4061256467c1150e407982a24ba9a482.jpg,312.94,543.05,206.26,277.94,0.22
4061256467c1150e407982a24ba9a482.jpg,897.90,2444.39,119.19,139.87,0.21
4061256467c1150e407982a24ba9a482.jpg,1132.09,2272.49,130.00,156.65,0.20
40b5d40ae5552fdc699a8704f35a8a59.jpg,481.15,2871.11,178.04,240.76,1.00
40b5d40ae5552fdc699a8704f35a8a59.jpg,1373.07,2019.15,140.61,179.01,1.00
40b5d40ae5552fdc699a8704f35a8a59.jpg,4250.67,1253.22,341.28,370.81,0.77
40b5d40ae5552fdc699a8704f35a8a59.jpg,4778.54,2007.58,204.55,232.25,0.58
40b5d40ae5552fdc699a8704f35a8a59.jpg,4052.77,660.36,233.19,278.05,0.56
40b5d40ae5552fdc699a8704f35a8a59.jpg,3481.41,905.98,235.26,289.94,0.55
40b5d40ae5552fdc699a8704f35a8a59.jpg,72.18,2450.59,312.94,362.62,0.50
40b5d40ae5552fdc699a8704f35a8a59.jpg,3351.17,1099.62,204.61,245.38,0.45
40b5d40ae5552fdc699a8704f35a8a59.jpg,2848.40,2718.90,184.53,216.78,0.37
40b5d40ae5552fdc699a8704f35a8a59.jpg,2710.19,51.81,179.54,206.52,0.37
40b5d40ae5552fdc699a8704f35a8a59.jpg,109.93,3112.32,126.19,145.78,0.33
40b5d40ae5552fdc699a8704f35a8a59.jpg,4992.27,930.39,169.98,203.59,0.27
40b5d40ae5552fdc699a8704f35a8a59.jpg,2524.50,3081.11,208.28,260.54,0.27
40b5d40ae5552fdc699a8704f35a8a59.jpg,4763.92,1309.11,208.44,248.43,0.26
40b5d40ae5552fdc699a8704f35a8a59.jpg,2880.16,453.91,160.98,189.43,0.22
414492743f37c60b0d5a1a563e67834d.jpg,2870.96,1120.44,231.17,291.18,1.00
414492743f37c60b0d5a1a563e67834d.jpg,428.74,1175.01,119.88,145.53,0.78
414492743f37c60b0d5a1a563e67834d.jpg,1296.56,360.79,193.56,214.71,0.59
414492743f37c60b0d5a1a563e67834d.jpg,298.36,3237.37,95.59,120.57,0.47
414492743f37c60b0d5a1a563e67834d.jpg,455.14,1258.40,206.02,248.07,0.45
414492743f37c60b0d5a1a563e67834d.jpg,2788.45,3053.13,202.23,248.48,0.42
414492743f37c60b0d5a1a563e67834d.jpg,3123.08,2166.19,114.85,140.42,0.30
414492743f37c60b0d5a1a563e67834d.jpg,506.89,1122.61,199.42,234.47,0.27
41741406179707caa2b741ebb9c1419c.jpg,3104.62,590.35,149.69,180.47,0.89
41741406179707caa2b741ebb9c1419c.jpg,556.77,1870.45,135.11,165.70,0.65
41741406179707caa2b741ebb9c1419c.jpg,4235.89,39.42,309.48,400.82,0.49
41741406179707caa2b741ebb9c1419c.jpg,4827.29,2930.90,161.69,195.29,0.47
41741406179707caa2b741ebb9c1419c.jpg,4768.61,1029.58,138.35,165.53,0.38
41741406179707caa2b741ebb9c1419c.jpg,3308.35,1327.98,239.49,284.39,0.38
41741406179707caa2b741ebb9c1419c.jpg,2543.93,1493.23,144.18,182.13,0.29
41741406179707caa2b741ebb9c1419c.jpg,782.04,1549.94,169.03,191.08,0.26
41741406179707caa2b741ebb9c1419c.jpg,4900.87,1107.59,128.30,160.01,0.22
41ad4d35b688a2f189b4e9ce0ef6eeac.jpg,3581.53,1451.66,111.09,133.29,0.85
41ad4d35b688a2f189b4e9ce0ef6eeac.jpg,4740.96,1020.97,306.88,359.25,0.46
41ad4d35b688a2f189b4e9ce0ef6eeac.jpg,2906.66,516.73,202.98,250.47,0.21
41afd612c7322f7b746ed6401c2a7d1e.jpg,1947.90,1711.80,163.99,185.46,1.00
41afd612c7322f7b746ed6401c2a7d1e.jpg,4134.50,1095.86,213.17,254.97,0.40
41afd612c7322f7b746ed6401c2a7d1e.jpg,3859.30,1085.36,169.90,199.34,0.36
41afd612c7322f7b746ed6401c2a7d1e.jpg,21.40,1204.63,161.58,189.47,0.29
41afd612c7322f7b746ed6401c2a7d1e.jpg,4159.44,957.61,251.94,302.77,0.23
41afd612c7322f7b746ed6401c2a7d1e.jpg,1696.76,2371.49,129.37,170.90,0.23
41afd612c7322f7b746ed6401c2a7d1e.jpg,4416.89,936.89,161.20,209.93,0.21
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,661.88,1626.98,170.36,218.16,1.00
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,684.40,2251.24,178.72,216.49,1.00
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,3409.82,1627.86,155.08,192.95,1.00
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,2302.55,3245.51,213.77,277.96,1.00
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,4533.46,1460.16,182.12,203.89,0.99
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,3620.49,2798.54,171.08,253.09,0.92
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,4723.86,3091.02,157.20,192.21,0.90
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,2560.66,1693.63,203.30,210.06,0.87
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,4749.57,976.41,321.47,388.96,0.83
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,4529.73,1390.39,151.52,175.23,0.79
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,3285.76,990.29,278.82,309.29,0.56
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,778.06,2971.67,363.09,485.28,0.56
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,2401.11,692.80,411.53,487.97,0.55
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,2276.31,1503.84,163.52,185.36,0.51
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,3711.45,1290.23,229.02,253.29,0.44
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,986.66,2322.92,139.11,156.03,0.41
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,880.11,2389.20,118.38,167.86,0.40
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,2133.63,1593.36,126.62,150.48,0.31
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,4845.10,520.28,295.78,362.15,0.28
41ca7a0f5fc81bcdffa8aeaf1a9dad9d.jpg,3510.11,998.59,175.67,189.76,0.21
41fb33db604d5754eff0295ece3c5d23.jpg,1028.94,1608.31,211.90,262.73,1.00
41fb33db604d5754eff0295ece3c5d23.jpg,746.68,808.01,205.87,259.36,1.00
41fb33db604d5754eff0295ece3c5d23.jpg,4648.39,441.38,125.27,157.07,0.78
41fb33db604d5754eff0295ece3c5d23.jpg,1661.02,2897.43,332.05,436.08,0.58
41fb33db604d5754eff0295ece3c5d23.jpg,127.94,120.43,228.35,263.33,0.21
4205bf6da285605d8a9d1628d928134d.jpg,758.47,1611.29,161.15,187.24,1.00
4205bf6da285605d8a9d1628d928134d.jpg,586.87,2099.49,91.32,100.99,0.34
4205bf6da285605d8a9d1628d928134d.jpg,3674.62,533.77,155.81,194.36,0.21
422c44f414535b31d2c09a1a79b38925.jpg,3637.43,2952.21,244.10,285.19,1.00
422c44f414535b31d2c09a1a79b38925.jpg,1375.74,1674.08,136.29,176.23,0.38
422c44f414535b31d2c09a1a79b38925.jpg,405.27,1121.84,124.18,149.91,0.29
422c44f414535b31d2c09a1a79b38925.jpg,430.71,19.65,176.20,228.22,0.26
422c44f414535b31d2c09a1a79b38925.jpg,3972.28,613.69,340.25,384.32,0.23
4234951dcb69c22b279a834ba2861956.jpg,809.49,1641.17,193.40,221.67,1.00
4234951dcb69c22b279a834ba2861956.jpg,4140.26,886.42,156.30,186.85,0.99
4234951dcb69c22b279a834ba2861956.jpg,3800.24,1506.98,319.41,396.60,0.31
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,493.10,646.52,215.13,280.51,0.99
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,2651.12,1496.44,110.46,134.11,0.58
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,78.65,1059.28,684.09,876.07,0.50
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,2792.70,3042.12,168.33,200.68,0.44
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,702.18,524.82,122.92,175.34,0.41
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,2685.01,1483.92,122.74,142.60,0.37
42d9a3629119eb2053c4b8c2c95c2ad2.jpg,1251.85,149.83,137.16,153.82,0.29
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,3592.30,1537.71,157.02,161.84,1.00
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,4728.32,973.54,340.98,405.94,0.90
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,4910.06,803.52,184.12,219.33,0.40
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,4154.44,1807.40,191.81,257.82,0.34
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,2382.63,680.02,388.28,475.66,0.28
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,3669.03,1629.25,159.64,196.41,0.28
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,4103.40,1203.93,145.35,171.93,0.25
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,3534.12,995.49,219.25,246.74,0.25
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,3947.72,2943.18,101.97,130.82,0.24
437c0304dd4f6b6f9e6d6e841b83b78c.jpg,3706.65,1260.73,255.33,302.29,0.21
43b1ca3cd7caca097a84458c522af2c5.jpg,335.13,2526.51,187.49,238.51,0.98
43b1ca3cd7caca097a84458c522af2c5.jpg,2499.74,1642.97,350.89,460.54,0.58
43b1ca3cd7caca097a84458c522af2c5.jpg,3845.79,1075.12,185.85,216.34,0.51
43b1ca3cd7caca097a84458c522af2c5.jpg,2910.41,1464.15,163.85,189.18,0.44
43b1ca3cd7caca097a84458c522af2c5.jpg,2268.95,2202.59,201.76,332.68,0.34
43b1ca3cd7caca097a84458c522af2c5.jpg,4403.18,937.22,165.81,214.81,0.29
43b1ca3cd7caca097a84458c522af2c5.jpg,623.63,3047.30,185.86,239.05,0.23
43b1ca3cd7caca097a84458c522af2c5.jpg,3063.01,742.38,240.37,293.92,0.23
43b1ca3cd7caca097a84458c522af2c5.jpg,2894.09,1901.34,190.44,213.63,0.22
43b1ca3cd7caca097a84458c522af2c5.jpg,4246.54,971.01,156.35,186.34,0.22
43b1ca3cd7caca097a84458c522af2c5.jpg,553.98,1180.05,137.40,170.07,0.21
43b1ca3cd7caca097a84458c522af2c5.jpg,3813.26,392.50,162.37,192.21,0.21
43b7475fc5cc04ccf888367e8bf89990.jpg,286.40,420.75,188.72,244.00,1.00
43b7475fc5cc04ccf888367e8bf89990.jpg,338.37,822.00,219.97,278.19,0.97
43b7475fc5cc04ccf888367e8bf89990.jpg,2789.65,403.90,185.40,233.87,0.51
43b7475fc5cc04ccf888367e8bf89990.jpg,1114.73,470.93,183.69,203.61,0.44
43b7475fc5cc04ccf888367e8bf89990.jpg,2279.81,471.42,143.10,174.48,0.29
43f9830db358592966ca42e2831ea4c9.jpg,1554.20,1678.34,137.68,169.18,1.00
43f9830db358592966ca42e2831ea4c9.jpg,5023.71,1268.73,147.11,169.06,1.00
43f9830db358592966ca42e2831ea4c9.jpg,772.63,1815.30,154.76,194.46,1.00
43f9830db358592966ca42e2831ea4c9.jpg,1623.53,1508.71,135.29,144.08,0.99
43f9830db358592966ca42e2831ea4c9.jpg,4945.33,1067.18,135.79,166.30,0.80
43f9830db358592966ca42e2831ea4c9.jpg,4805.92,510.09,110.67,125.54,0.76
43f9830db358592966ca42e2831ea4c9.jpg,4542.65,383.76,234.92,268.64,0.75
43f9830db358592966ca42e2831ea4c9.jpg,870.97,1629.74,182.02,217.24,0.64
43f9830db358592966ca42e2831ea4c9.jpg,2401.12,686.59,407.33,485.33,0.45
43f9830db358592966ca42e2831ea4c9.jpg,208.59,3070.96,215.70,288.85,0.34
43f9830db358592966ca42e2831ea4c9.jpg,3522.38,989.11,231.02,260.67,0.28
43f9830db358592966ca42e2831ea4c9.jpg,1480.43,3107.00,147.05,171.27,0.27
43f9830db358592966ca42e2831ea4c9.jpg,4106.29,1199.02,151.38,182.83,0.24
44108bb66b65b7fe25f98d7c554add70.jpg,758.71,1740.01,173.70,197.73,1.00
44108bb66b65b7fe25f98d7c554add70.jpg,457.50,1202.79,393.37,441.68,0.30
4435306ee828d2767a329868a24c4397.jpg,905.98,2669.21,267.71,330.56,1.00
4435306ee828d2767a329868a24c4397.jpg,2041.22,1494.54,228.12,273.78,1.00
4435306ee828d2767a329868a24c4397.jpg,885.68,443.86,96.96,126.95,0.90
4435306ee828d2767a329868a24c4397.jpg,3983.53,2644.91,211.71,220.16,0.90
4435306ee828d2767a329868a24c4397.jpg,3976.51,2166.16,257.10,340.52,0.82
4435306ee828d2767a329868a24c4397.jpg,4010.45,2328.70,223.55,300.96,0.72
4435306ee828d2767a329868a24c4397.jpg,745.04,786.90,121.52,146.02,0.64
4435306ee828d2767a329868a24c4397.jpg,895.42,326.17,110.01,129.26,0.62
4435306ee828d2767a329868a24c4397.jpg,884.98,899.13,162.05,229.03,0.44
4435306ee828d2767a329868a24c4397.jpg,3652.95,1884.32,172.19,228.07,0.33
4435306ee828d2767a329868a24c4397.jpg,3174.40,143.43,175.41,220.66,0.30
4435306ee828d2767a329868a24c4397.jpg,2054.39,2878.73,143.09,156.02,0.26
4435306ee828d2767a329868a24c4397.jpg,2665.15,2147.81,109.91,129.89,0.25
4435306ee828d2767a329868a24c4397.jpg,1718.37,2819.47,126.66,164.06,0.21
4475d95d5bc4d42b12b3d67c1bd57503.jpg,626.50,2974.40,188.71,241.56,1.00
4475d95d5bc4d42b12b3d67c1bd57503.jpg,880.51,1828.22,150.22,186.40,1.00
4475d95d5bc4d42b12b3d67c1bd57503.jpg,-28.71,1943.89,142.24,212.52,1.00
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1354.87,2204.19,168.25,219.56,0.80
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1961.85,2289.33,123.74,172.45,0.79
4475d95d5bc4d42b12b3d67c1bd57503.jpg,2709.24,52.38,180.21,205.95,0.42
4475d95d5bc4d42b12b3d67c1bd57503.jpg,4222.26,1237.53,382.74,411.99,0.37
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3275.46,2693.11,96.52,126.11,0.37
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3470.50,1316.03,209.82,240.13,0.37
4475d95d5bc4d42b12b3d67c1bd57503.jpg,2656.37,2670.76,132.35,180.13,0.35
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1972.01,1025.55,353.52,444.27,0.33
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3688.84,2341.53,159.95,189.37,0.32
4475d95d5bc4d42b12b3d67c1bd57503.jpg,830.15,2588.47,104.71,135.92,0.31
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1021.62,2991.96,156.68,227.81,0.30
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1218.43,2607.31,477.80,646.39,0.30
4475d95d5bc4d42b12b3d67c1bd57503.jpg,2450.98,761.45,228.90,290.39,0.28
4475d95d5bc4d42b12b3d67c1bd57503.jpg,2756.94,1048.37,176.33,215.46,0.27
4475d95d5bc4d42b12b3d67c1bd57503.jpg,4488.97,1086.67,161.30,190.25,0.27
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3136.13,1468.66,443.50,530.19,0.27
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3317.49,2805.19,121.51,125.42,0.27
4475d95d5bc4d42b12b3d67c1bd57503.jpg,3292.09,1231.79,221.03,261.17,0.25
4475d95d5bc4d42b12b3d67c1bd57503.jpg,1704.35,2098.78,129.25,150.25,0.22
44adc0c539f007cbc2d73f559ee074e3.jpg,1668.71,786.77,211.06,248.37,1.00
44adc0c539f007cbc2d73f559ee074e3.jpg,3924.15,772.87,221.81,276.93,0.99
44adc0c539f007cbc2d73f559ee074e3.jpg,1158.08,1482.13,130.71,166.55,0.90
44adc0c539f007cbc2d73f559ee074e3.jpg,2703.94,929.77,218.09,251.75,0.24
44adc0c539f007cbc2d73f559ee074e3.jpg,4291.15,22.62,166.17,217.10,0.23
44adc0c539f007cbc2d73f559ee074e3.jpg,226.05,534.01,206.34,227.84,0.22
44adc0c539f007cbc2d73f559ee074e3.jpg,2776.80,1751.72,147.47,175.32,0.21
44e074e52edbb9b3219d0f5d06b64d10.jpg,1602.22,2462.04,254.14,336.80,1.00
44e074e52edbb9b3219d0f5d06b64d10.jpg,4695.90,2142.66,233.30,296.93,0.99
44e074e52edbb9b3219d0f5d06b64d10.jpg,4652.61,1767.91,272.62,342.30,0.97
44e074e52edbb9b3219d0f5d06b64d10.jpg,4140.89,2244.45,146.84,205.10,0.50
44e074e52edbb9b3219d0f5d06b64d10.jpg,1519.13,2842.31,368.47,449.15,0.42
44e074e52edbb9b3219d0f5d06b64d10.jpg,1485.78,645.83,122.90,177.37,0.34
44e074e52edbb9b3219d0f5d06b64d10.jpg,1445.50,2781.46,189.83,256.93,0.28
44e074e52edbb9b3219d0f5d06b64d10.jpg,176.45,846.51,136.24,171.23,0.25
44e074e52edbb9b3219d0f5d06b64d10.jpg,4380.60,2564.80,199.92,249.17,0.24
44e074e52edbb9b3219d0f5d06b64d10.jpg,4083.04,2206.19,143.16,207.46,0.24
4589b15a0448bd3c3cc6bf1748cb3f7a.jpg,1455.18,2100.71,239.47,299.94,1.00
4589b15a0448bd3c3cc6bf1748cb3f7a.jpg,3981.53,2230.68,212.07,265.36,0.93
45919abcccd24f11153ad527cae87297.jpg,3555.71,1682.89,147.22,195.86,1.00
45919abcccd24f11153ad527cae87297.jpg,3413.15,1731.98,141.00,181.49,1.00
45919abcccd24f11153ad527cae87297.jpg,3599.72,3154.11,169.44,195.22,0.50
45919abcccd24f11153ad527cae87297.jpg,2712.97,49.63,182.69,213.92,0.43
45919abcccd24f11153ad527cae87297.jpg,4236.68,1241.39,366.77,398.88,0.42
45919abcccd24f11153ad527cae87297.jpg,1647.50,1865.80,182.21,228.55,0.40
45919abcccd24f11153ad527cae87297.jpg,940.06,2064.46,233.83,260.07,0.33
45919abcccd24f11153ad527cae87297.jpg,3149.65,2568.57,145.45,171.93,0.32
45919abcccd24f11153ad527cae87297.jpg,4055.67,665.17,232.74,271.77,0.29
45919abcccd24f11153ad527cae87297.jpg,1373.40,2489.45,135.81,209.95,0.29
45919abcccd24f11153ad527cae87297.jpg,1846.32,1886.44,220.88,265.75,0.23
45919abcccd24f11153ad527cae87297.jpg,1987.28,1075.78,179.75,249.34,0.22
46175beecff76c3ae30fdb277d5f72c5.jpg,487.70,1540.92,177.82,224.42,1.00
46175beecff76c3ae30fdb277d5f72c5.jpg,3615.81,2124.08,279.74,320.88,0.97
46175beecff76c3ae30fdb277d5f72c5.jpg,468.84,2097.64,132.42,165.65,0.26
46175beecff76c3ae30fdb277d5f72c5.jpg,1348.93,2224.22,125.55,152.66,0.25
46175beecff76c3ae30fdb277d5f72c5.jpg,1201.92,890.80,204.79,233.84,0.23
46175beecff76c3ae30fdb277d5f72c5.jpg,1502.04,2466.61,207.79,249.22,0.23
46175beecff76c3ae30fdb277d5f72c5.jpg,1528.77,2702.35,144.85,173.16,0.22
46175beecff76c3ae30fdb277d5f72c5.jpg,686.30,405.90,129.17,155.31,0.22
46175beecff76c3ae30fdb277d5f72c5.jpg,1047.53,1763.49,148.86,190.97,0.21
4663bc466e04b1cff028dfcd483f0441.jpg,876.32,1425.95,192.15,255.46,1.00
4663bc466e04b1cff028dfcd483f0441.jpg,2245.02,1333.11,224.09,289.54,1.00
4663bc466e04b1cff028dfcd483f0441.jpg,2456.43,2549.18,233.02,312.97,0.37
4663bc466e04b1cff028dfcd483f0441.jpg,885.99,2017.52,132.85,170.72,0.32
4663bc466e04b1cff028dfcd483f0441.jpg,803.45,2789.59,183.07,228.81,0.30
4663bc466e04b1cff028dfcd483f0441.jpg,723.60,1604.13,158.38,193.74,0.28
4663bc466e04b1cff028dfcd483f0441.jpg,2311.34,627.06,103.53,132.55,0.21
46765ede5827a612eafc56450d6b43d3.jpg,2958.48,1739.92,223.09,282.53,1.00
46765ede5827a612eafc56450d6b43d3.jpg,3188.66,2387.28,214.92,261.48,0.99
46765ede5827a612eafc56450d6b43d3.jpg,3903.88,1649.66,240.78,308.47,0.98
46765ede5827a612eafc56450d6b43d3.jpg,4273.15,2958.46,254.16,304.81,0.97
46765ede5827a612eafc56450d6b43d3.jpg,3818.78,2672.56,143.87,167.31,0.29
46765ede5827a612eafc56450d6b43d3.jpg,3662.61,2371.48,130.36,167.63,0.24
46765ede5827a612eafc56450d6b43d3.jpg,3098.57,2954.79,125.89,155.07,0.22
46c892772c39d87f4b3776b8288f1501.jpg,2402.81,686.24,428.05,499.39,0.58
46c892772c39d87f4b3776b8288f1501.jpg,4066.86,1498.80,121.54,147.58,0.47
46c892772c39d87f4b3776b8288f1501.jpg,3271.70,976.10,288.10,325.44,0.28
46c892772c39d87f4b3776b8288f1501.jpg,4468.06,350.55,293.99,347.56,0.27
471da3bdf990167afa0a4ab82056491b.jpg,1368.82,2224.01,251.29,320.02,1.00
471da3bdf990167afa0a4ab82056491b.jpg,1982.70,1824.40,193.47,246.32,1.00
471da3bdf990167afa0a4ab82056491b.jpg,1219.77,2731.94,203.74,257.73,0.56
471da3bdf990167afa0a4ab82056491b.jpg,1417.48,2452.58,215.20,258.91,0.26
4727ecc96632fdb7d33f05d612020366.jpg,2551.85,1507.46,199.33,259.19,1.00
4727ecc96632fdb7d33f05d612020366.jpg,3421.67,1416.81,214.69,288.16,1.00
4727ecc96632fdb7d33f05d612020366.jpg,2781.61,846.83,210.46,276.22,1.00
4727ecc96632fdb7d33f05d612020366.jpg,2337.73,2216.43,207.55,297.04,1.00
4727ecc96632fdb7d33f05d612020366.jpg,3938.31,2372.62,213.89,340.08,0.69
4727ecc96632fdb7d33f05d612020366.jpg,3086.83,2131.91,219.86,339.17,0.64
4727ecc96632fdb7d33f05d612020366.jpg,894.44,2988.23,164.98,181.10,0.63
4727ecc96632fdb7d33f05d612020366.jpg,3962.68,1501.09,146.67,190.99,0.61
4727ecc96632fdb7d33f05d612020366.jpg,3804.61,1530.69,160.34,187.14,0.41
4727ecc96632fdb7d33f05d612020366.jpg,3792.72,2230.13,167.82,197.10,0.38
4727ecc96632fdb7d33f05d612020366.jpg,3623.26,1474.98,191.12,256.64,0.37
4727ecc96632fdb7d33f05d612020366.jpg,1954.87,2207.65,130.96,162.74,0.36
4727ecc96632fdb7d33f05d612020366.jpg,806.90,2021.51,225.95,271.12,0.36
4727ecc96632fdb7d33f05d612020366.jpg,2961.09,2922.56,114.28,124.21,0.31
4727ecc96632fdb7d33f05d612020366.jpg,1209.37,673.40,90.58,142.99,0.26
4727ecc96632fdb7d33f05d612020366.jpg,2536.99,2580.98,158.96,193.40,0.25
4727ecc96632fdb7d33f05d612020366.jpg,245.93,985.63,308.74,396.49,0.24
4727ecc96632fdb7d33f05d612020366.jpg,22.45,1526.23,154.54,188.38,0.23
4727ecc96632fdb7d33f05d612020366.jpg,2158.79,2541.84,275.54,409.72,0.20
4737ab43d967745817968b02908b636e.jpg,3623.24,1373.90,223.56,260.28,1.00
4737ab43d967745817968b02908b636e.jpg,3827.75,2486.69,203.25,233.38,0.97
4737ab43d967745817968b02908b636e.jpg,3384.20,3075.00,211.59,315.77,0.91
4737ab43d967745817968b02908b636e.jpg,4523.45,2196.98,236.41,322.20,0.91
4737ab43d967745817968b02908b636e.jpg,3924.03,150.87,324.23,372.23,0.81
4737ab43d967745817968b02908b636e.jpg,2211.41,1614.93,224.52,244.74,0.58
4737ab43d967745817968b02908b636e.jpg,16.31,3065.41,223.24,248.65,0.45
4737ab43d967745817968b02908b636e.jpg,543.77,1851.61,150.98,187.07,0.21
4737ab43d967745817968b02908b636e.jpg,789.10,1540.41,175.40,204.49,0.21
4737ab43d967745817968b02908b636e.jpg,4679.37,1306.05,130.66,138.02,0.20
